# size = 1
# first_index = 0
# first_id = 5
# n = 37
# variable = spikes
# last_id = 5
# last_index = 1
# dt = 0.1
# label = population4
12.6	0.0
16.0	0.0
21.300000000000001	0.0
24.199999999999999	0.0
27.899999999999999	0.0
32.299999999999997	0.0
35.399999999999999	0.0
39.700000000000003	0.0
109.90000000000001	0.0
119.2	0.0
126.40000000000001	0.0
134.19999999999999	0.0
208.5	0.0
220.09999999999999	0.0
230.90000000000001	0.0
307.10000000000002	0.0
319.80000000000001	0.0
331.39999999999998	0.0
405.89999999999998	0.0
419.39999999999998	0.0
431.39999999999998	0.0
504.69999999999999	0.0
518.60000000000002	0.0
531.0	0.0
603.5	0.0
617.79999999999995	0.0
630.20000000000005	0.0
702.29999999999995	0.0
717.0	0.0
729.39999999999998	0.0
801.10000000000002	0.0
815.79999999999995	0.0
828.60000000000002	0.0
899.89999999999998	0.0
914.60000000000002	0.0
927.39999999999998	0.0
998.70000000000005	0.0
